Register_ID,Exception_ID,Dataset,Source_Row_Index,Source_Row_Number,Record_ID,Column,Issue_Type,Current_Value,Rule_ID,Rule_Type,Valid_Condition,Rule_Action,Rule_Reason,Severity,Severity_Rank,Status,Review_Priority,Recommended_Action,Review_Owner,Review_Decision,Resolution_Value,Resolution_Notes,Include_In_Trusted_Data,Requires_Source_Review,Created_From
REG-00031,EXC-00199,Maintenance_Notifications,9,11,MNT0010,Downtime_Hours,Unparseable date/time,1,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00032,EXC-00200,Maintenance_Notifications,10,12,MNT0011,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00033,EXC-00201,Maintenance_Notifications,11,13,MNT0012,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00034,EXC-00202,Maintenance_Notifications,12,14,MNT0013,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00035,EXC-00203,Maintenance_Notifications,13,15,MNT0014,Downtime_Hours,Unparseable date/time,4,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00036,EXC-00204,Maintenance_Notifications,14,16,MNT0015,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00037,EXC-00205,Maintenance_Notifications,15,17,MNT0016,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00038,EXC-00206,Maintenance_Notifications,16,18,MNT0017,Downtime_Hours,Unparseable date/time,1,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00039,EXC-00207,Maintenance_Notifications,17,19,MNT0018,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00040,EXC-00208,Maintenance_Notifications,18,20,MNT0019,Downtime_Hours,Unparseable date/time,4,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00041,EXC-00209,Maintenance_Notifications,19,21,MNT0020,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00042,EXC-00210,Maintenance_Notifications,20,22,MNT0021,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00043,EXC-00211,Maintenance_Notifications,21,23,MNT0022,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00044,EXC-00212,Maintenance_Notifications,22,24,MNT0023,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00045,EXC-00213,Maintenance_Notifications,23,25,MNT0024,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00046,EXC-00214,Maintenance_Notifications,24,26,MNT0025,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00047,EXC-00215,Maintenance_Notifications,25,27,MNT0026,Downtime_Hours,Unparseable date/time,4,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00048,EXC-00216,Maintenance_Notifications,26,28,MNT0027,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00049,EXC-00217,Maintenance_Notifications,27,29,MNT0028,Downtime_Hours,Unparseable date/time,1,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00050,EXC-00218,Maintenance_Notifications,28,30,MNT0029,Downtime_Hours,Unparseable date/time,18,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00051,EXC-00219,Maintenance_Notifications,29,31,MNT0030,Downtime_Hours,Unparseable date/time,1,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00052,EXC-00220,Maintenance_Notifications,30,32,MNT0031,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00053,EXC-00221,Maintenance_Notifications,31,33,MNT0032,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00054,EXC-00222,Maintenance_Notifications,32,34,MNT0033,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00055,EXC-00223,Maintenance_Notifications,33,35,MNT0034,Downtime_Hours,Unparseable date/time,4,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00056,EXC-00224,Maintenance_Notifications,34,36,MNT0035,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00057,EXC-00225,Maintenance_Notifications,35,37,MNT0036,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00058,EXC-00226,Maintenance_Notifications,36,38,MNT0037,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00059,EXC-00227,Maintenance_Notifications,37,39,MNT0038,Downtime_Hours,Unparseable date/time,1,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00060,EXC-00228,Maintenance_Notifications,38,40,MNT0039,Downtime_Hours,Unparseable date/time,4,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00061,EXC-00229,Maintenance_Notifications,39,41,MNT0040,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00062,EXC-00230,Maintenance_Notifications,40,42,MNT0041,Downtime_Hours,Unparseable date/time,1,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00063,EXC-00231,Maintenance_Notifications,41,43,MNT0042,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00064,EXC-00232,Maintenance_Notifications,42,44,MNT0043,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00065,EXC-00233,Maintenance_Notifications,43,45,MNT0044,Downtime_Hours,Unparseable date/time,8,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00066,EXC-00234,Maintenance_Notifications,44,46,MNT0045,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
